user,day,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,attack
BAK0964,01/11/2010,0.8000001999999999,-11.8,0.8000001999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,31046.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BAK0964,01/08/2010,0.7333331,-11.733334,0.7333331,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,25554.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BAK0964,01/07/2010,0.6833334,-11.683333,0.6833334,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,38866.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZCF0590,02/09/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,32857.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZCF0590,02/08/2010,-0.5333338000000001,-10.466666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,32652.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZCF0590,02/05/2010,-0.5333338000000001,-10.466666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,37319.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CQH0730,06/10/2010,0.0,-11.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,15.0,32613.93333333333,22.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJP0723,02/18/2011,0.23333311,-11.233334,0.23333311,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,27187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJP0723,02/17/2011,0.19999981,-11.2,0.19999981,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,24656.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJP0723,02/16/2011,0.1500001,-11.15,0.1500001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,22626.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMB0972,10/29/2010,0.8666668,-11.866667,0.8666668,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,32851.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMB0972,10/28/2010,0.9333334,-11.933333,0.9333334,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,25762.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMB0972,10/27/2010,0.8166666,-11.816667,0.8166666,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,35027.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0031,03/31/2010,0.23333311,-11.233334,0.23333311,0.0,1,0,1,0,1,0,0.0,0.0,0.0,11.0,14.0,30468.071428571428,28.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0031,03/30/2010,0.25,-11.25,0.25,0.0,1,0,1,0,1,0,0.0,0.0,0.0,9.0,14.0,29994.42857142857,29.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0031,03/29/2010,0.3000002,-11.3,0.3000002,0.0,1,0,1,0,1,0,0.0,0.0,0.0,11.0,13.0,25895.538461538457,26.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KQC0708,03/29/2010,0.3166665999999999,-11.316667,0.3166665999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,22095.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KQC0708,03/26/2010,0.2833333,-11.283333,0.2833333,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,31456.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KQC0708,03/25/2010,0.16666651,-11.166666,0.16666651,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26158.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,03/14/2011,-1.0500002,-9.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,36259.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,01/31/2011,-1.1833334,-9.816667,0.0,0.0,1,0,1,1,1,1,2.4666672000000003,0.0,0.0,2.0,3.0,27590.0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,01/28/2011,-1.3999996,-9.6,0.0,0.0,1,0,1,1,1,1,2.1833324,0.0,0.0,2.0,2.0,24909.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,01/27/2011,-1.25,-9.75,0.0,0.0,1,0,1,1,1,1,2.2166672000000003,0.0,0.0,0.0,3.0,28464.33333333333,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMH0794,07/23/2010,-0.28333378,-10.716666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,27739.55555555556,17.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMH0794,07/22/2010,-0.23333359,-10.766666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,24277.66666666667,16.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMH0794,07/21/2010,-0.1333332,-10.866667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,8.0,30785.625,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,08/11/2010,-1.333333,-9.666667,0.0,0.0,1,0,1,1,1,1,2.1833324,0.0,0.0,1.0,3.0,29943.33333333333,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,08/10/2010,-1.25,-9.75,0.0,0.0,1,0,1,1,1,1,2.4666672000000003,0.0,0.0,0.0,3.0,26125.33333333333,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HTF0641,08/09/2010,-1.416667,-9.583333,0.0,0.0,1,0,1,1,1,1,2.1000004,0.0,0.0,1.0,3.0,31492.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
THD0448,12/16/2010,-0.016666412,-10.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,27406.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
THD0448,12/15/2010,0.0,-11.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,38008.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
THD0448,12/14/2010,0.0,-11.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,25814.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KRM0541,05/13/2011,-0.083333015,-10.916667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,7.0,9.0,27003.88888888889,31.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KRM0541,05/12/2011,0.01666689,-11.016666,0.01666689,0.0,1,0,1,0,1,0,0.0,0.0,0.0,7.0,9.0,34665.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KRM0541,05/11/2011,-0.0666666,-10.933333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,6.0,9.0,29983.33333333333,23.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ORG0339,03/18/2011,0.8666668,-11.866667,0.8666668,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,35272.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ORG0339,03/17/2011,0.8000001999999999,-11.8,0.8000001999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,26036.66666666667,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ORG0339,03/16/2011,0.6999998000000001,-11.7,0.6999998000000001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,31228.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,12/14/2010,-0.3666667999999999,-10.633333,0.0,0.0,1,0,1,1,1,1,0.7166672,0.0,0.0,1.0,1.0,30457.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,12/13/2010,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,1,1,1,0.4833335999999999,0.0,0.0,0.0,1.0,25764.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,12/10/2010,-0.5,-10.5,0.0,0.0,1,0,1,1,1,1,0.54999924,0.0,0.0,0.0,1.0,21334.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,04/14/2010,-0.3833332,-10.616667,0.0,0.0,1,0,1,1,1,1,0.5333328,0.0,0.0,0.0,1.0,26160.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/07/2010,-0.41666698,-10.583333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,29631.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/06/2010,-0.3000002,-10.7,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,21595.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SOB0586,04/05/2010,-0.4333334,-10.566667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,21907.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CNB0900,03/09/2011,-1.3000002,-9.7,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,26718.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CNB0900,03/08/2011,-1.25,-9.75,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,26017.66666666667,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CNB0900,03/07/2011,-1.083333,-9.916667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,3.0,30528.66666666667,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,06/23/2010,-0.2666664,-10.733334,0.0,0.0,1,0,1,1,1,1,0.6499996,0.0,0.0,0.0,1.0,30246.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,06/22/2010,-0.3666667999999999,-10.633333,0.0,0.0,1,0,1,1,1,1,0.58333397,0.0,0.0,1.0,1.0,33395.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,06/21/2010,-0.5,-10.5,0.0,0.0,1,0,1,1,1,1,0.6333331999999999,0.0,0.0,0.0,1.0,26801.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,11/01/2010,-0.5333338000000001,-10.466666,0.0,0.0,1,0,1,1,1,1,0.46666718,0.0,0.0,1.0,1.0,26075.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,10/29/2010,-0.4499997999999999,-10.55,0.0,0.0,1,0,1,1,1,1,0.5333328,0.0,0.0,1.0,1.0,36518.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
MSG0839,10/28/2010,-0.35000038,-10.65,0.0,0.0,1,0,1,1,1,1,0.58333397,0.0,0.0,0.0,1.0,31998.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JRL0574,01/11/2011,-0.6000004,-10.4,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,20306.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JRL0574,01/10/2011,-0.583333,-10.416667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,18548.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
JRL0574,01/07/2011,-0.4333334,-10.566667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,28365.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BIH0745,06/11/2010,-0.03333378,-10.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,12.0,15.0,25804.266666666663,28.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BIH0745,06/10/2010,0.0,-11.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,13.0,15.0,33551.333333333336,33.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
BIH0745,06/09/2010,0.0,-11.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,13.0,15.0,35625.8,25.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,01/04/2011,-1.0,-10.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,22919.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,01/03/2011,-0.9666662,-10.033334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,12805.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,12/30/2010,-1.0166664,-9.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,13638.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
IHK0841,01/12/2010,-0.33333302,-10.666667,0.0,0.0,1,0,1,1,1,1,0.6166668000000001,0.0,0.0,0.0,1.0,33595.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
QSV0778,12/14/2010,-0.39999962,-10.6,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,23874.33333333333,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
QSV0778,12/13/2010,-0.666667,-10.333333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,25165.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
QSV0778,12/10/2010,-0.6166668000000001,-10.383333,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,28300.33333333333,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,02/03/2010,-1.0166664,-9.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,21452.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,02/02/2010,-1.0,-10.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,16289.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AMJ0297,02/01/2010,-1.0,-10.0,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,26624.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AJC0840,01/04/2011,-0.583333,-10.416667,0.0,0.0,1,0,1,1,1,1,0.39999962,0.0,0.0,1.0,1.0,21128.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASB0796,01/13/2011,-0.2666664,-10.733334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,6.0,7.0,28883.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASB0796,01/12/2011,-0.3000002,-10.7,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,3.0,9.0,27759.11111111111,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ASB0796,01/11/2011,-0.2666664,-10.733334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,5.0,9.0,28576.66666666667,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAV0450,04/25/2011,-0.03333378,-10.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,30457.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAV0450,04/21/2011,-0.10000038,-10.9,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,38203.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GQP0743,02/22/2010,0.16666651,-11.166666,0.16666651,0.0,1,0,1,0,1,0,0.0,0.0,0.0,11.0,15.0,30157.13333333333,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GQP0743,02/19/2010,0.19999981,-11.2,0.19999981,0.0,1,0,1,0,1,0,0.0,0.0,0.0,13.0,14.0,28872.5,28.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GQP0743,02/18/2010,0.116666794,-11.116667,0.116666794,0.0,1,0,1,0,1,0,0.0,0.0,0.0,10.0,14.0,25191.28571428572,25.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAL0706,12/15/2010,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,28802.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAL0706,12/14/2010,0.25,-11.25,0.25,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,17727.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAL0706,12/13/2010,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,23861.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FPC0954,08/23/2010,0.8499999,-11.85,0.8499999,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,25800.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FPC0954,08/20/2010,0.9333334,-11.933333,0.9333334,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,33119.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
FPC0954,08/19/2010,0.9000001,-11.9,0.9000001,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,28592.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SRS0231,02/09/2011,0.0666666,-11.066667,0.0666666,0.0,1,0,1,1,1,1,0.25,0.0,0.0,7.0,9.0,30866.44444444444,17.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SRS0231,02/08/2011,0.16666651,-11.166666,0.16666651,0.0,1,0,1,1,1,1,0.116666794,0.0,0.0,9.0,9.0,30736.44444444444,21.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
SRS0231,02/07/2011,0.1833333999999999,-11.183333,0.1833333999999999,0.0,1,0,1,1,1,1,0.016666412,0.0,0.0,8.0,9.0,27777.777777777777,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,11/01/2010,-0.5333338000000001,-10.466666,0.0,0.0,1,0,1,1,1,1,0.4833335999999999,0.0,0.0,1.0,1.0,41540.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,10/29/2010,-0.5500001999999999,-10.45,0.0,0.0,1,0,1,1,1,1,0.5166664000000001,0.0,0.0,0.0,1.0,36194.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CAN0842,10/28/2010,-0.35000038,-10.65,0.0,0.0,1,0,1,1,1,1,0.6333331999999999,0.0,0.0,1.0,1.0,33625.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NRF0137,06/24/2010,-0.833333,-10.166667,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,30501.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KLH0596,02/24/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,36168.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OSH0655,08/23/2010,-1.166667,-9.833333,0.0,0.0,1,0,1,1,1,1,2.4833336,0.0,0.0,0.0,3.0,28586.66666666667,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OSH0655,08/20/2010,-1.2666664,-9.733334,0.0,0.0,1,0,1,1,1,1,2.25,0.0,0.0,1.0,3.0,29060.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0
OSH0655,08/19/2010,-1.1333332,-9.866667,0.0,0.0,1,0,1,1,1,1,2.3999996,0.0,0.0,0.0,3.0,28425.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZSB0649,03/15/2010,-1.0666666,-9.933333,0.0,0.0,1,0,1,1,1,1,2.333334,0.0,0.0,0.0,3.0,25687.33333333333,6.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZSB0649,03/12/2010,-1.0500002,-9.95,0.0,0.0,1,0,1,1,1,1,2.2833328,0.0,0.0,2.0,3.0,31790.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ZSB0649,03/11/2010,-1.1166668,-9.883333,0.0,0.0,1,0,1,1,1,1,2.2333336,0.0,0.0,1.0,3.0,31162.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HKF0831,04/07/2011,-0.3833332,-10.616667,0.0,0.0,1,0,1,1,1,1,0.5333328,0.0,0.0,0.0,1.0,25536.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HKF0831,04/06/2011,-0.35000038,-10.65,0.0,0.0,1,0,1,1,1,1,0.54999924,0.0,0.0,1.0,1.0,33462.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
HKF0831,04/05/2011,-0.4833335999999999,-10.516666,0.0,0.0,1,0,1,1,1,1,0.4833335999999999,0.0,0.0,0.0,1.0,29056.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WRM0963,05/12/2010,0.7666669,-6.6669445000000005,0.7666669,0.0,2,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,33420.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WRM0963,05/11/2010,0.9666667,-7.425,0.9666667,0.0,2,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,28979.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0524,06/25/2010,-0.9666662,-10.033334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,3.0,30798.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0524,06/24/2010,-1.0166664,-9.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,2.0,31314.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0
CCW0524,06/23/2010,-0.9499998,-10.05,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,3.0,25460.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NMG0766,05/20/2010,-0.5,-10.5,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,2.0,3.0,32236.33333333333,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAN0823,01/03/2011,-0.6999998000000001,-10.3,0.0,0.0,1,0,1,1,1,1,0.3833332,0.0,0.0,1.0,1.0,29272.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KPP0452,08/12/2010,0.08333349,-11.083334,0.08333349,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,20035.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
KPP0452,08/11/2010,-0.03333378,-10.966666,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,29509.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AAL0706,05/03/2011,0.05000019,-11.05,0.05000019,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,29216.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ICS0956,12/17/2010,0.5666666,-11.566667,0.5666666,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,27391.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ICS0956,12/16/2010,0.5833335,-11.583334,0.5833335,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,35844.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
ICS0956,12/15/2010,0.7333331,-11.733334,0.7333331,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,27098.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GDF0704,04/12/2011,0.05000019,-5.5688887000000005,0.05000019,0.0,2,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,27718.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GDF0704,04/11/2011,0.08333349,-6.361944,0.08333349,0.0,2,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,36729.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
GDF0704,04/08/2011,0.16666651,-5.4130554,0.16666651,0.0,2,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,40764.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
AVM0947,01/25/2010,0.8499999,-11.85,0.8499999,0.0,1,0,1,0,1,0,0.0,0.0,9.0,0.0,1.0,25023.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
AVM0947,01/22/2010,0.75,-11.75,0.75,0.0,1,0,1,0,1,0,0.0,0.0,9.0,0.0,1.0,22634.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
AVM0947,01/21/2010,0.8499999,-11.85,0.8499999,0.0,1,0,1,0,1,0,0.0,0.0,9.0,1.0,1.0,16520.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0
TPH0474,11/04/2010,-0.05000019,-10.95,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,0.0,1.0,36162.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TPH0474,11/03/2010,-0.016666412,-10.983334,0.0,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,42587.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
TPH0474,11/02/2010,0.1333332,-11.133333,0.1333332,0.0,1,0,1,0,1,0,0.0,0.0,0.0,1.0,1.0,38414.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
PTH0830,07/22/2010,-0.5166664000000001,-10.483334,0.0,0.0,1,0,1,1,1,1,0.4833335999999999,0.0,0.0,1.0,1.0,24503.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
